! ------------ AirfoilInfo v1.01.x Input File ----------------------------------
! DU25 airfoil with an aspect ratio of 17.  Original -180 to 180deg Cl, Cd, and Cm versus AOA data taken from Appendix A of DOWEC document 10046_009.pdf (numerical values obtained from Koert Lindenburg of ECN).
! Cl and Cd values corrected for rotational stall delay and Cd values corrected using the Viterna method for 0 to 90deg AOA by Jason Jonkman using AirfoilPrep_v2p0.xls.
! note that this file uses Marshall Buhl's new input file processing; start all comment lines with !
! ------------------------------------------------------------------------------
"DEFAULT" InterpOrd ! Interpolation order to use for quasi-steady table lookup {1=linear; 3=cubic spline; "default"} [default=3]
1 NonDimArea ! The non-dimensional area of the airfoil (area/chord^2) (set to 1.0 if unsure or unneeded)
@"DU25_A17_coords.txt" NumCoords ! The number of coordinates in the airfoil shape file. Set to zero if coordinates not included.
1 NumTabs ! Number of airfoil tables in this file. Each table must have lines for Re and Ctrl.
! ------------------------------------------------------------------------------
! data for table 1
! ------------------------------------------------------------------------------
0.75 Re ! Reynolds number in millions
0 Ctrl ! Control setting (must be 0 for current AirfoilInfo)
True InclUAdata ! Is unsteady aerodynamics data included in this table? If TRUE, then include 30 UA coefficients below this line
!........................................
-3.2 alpha0 ! 0-lift angle of attack, depends on airfoil.
8.5 alpha1 ! Angle of attack at f=0.7, (approximately the stall angle) for AOA>alpha0. (deg)
-8.5 alpha2 ! Angle of attack at f=0.7, (approximately the stall angle) for AOA<alpha0. (deg)
1 eta_e ! Recovery factor in the range [0.85 - 0.95] used only for UAMOD=1, it is set to 1 in the code when flookup=True. (-)
6.4462 C_nalpha ! Slope of the 2D normal force coefficient curve. (1/rad)
3 T_f0 ! Initial value of the time constant associated with Df in the expression of Df and f''. [default = 3]
6 T_V0 ! Initial value of the time constant associated with the vortex lift decay process; it is used in the expression of Cvn. It depends on Re,M, and airfoil class. [default = 6]
1.7 T_p ! Boundary-layer,leading edge pressure gradient time constant in the expression of Dp. It should be tuned based on airfoil experimental data. [default = 1.7]
11 T_VL ! Initial value of the time constant associated with the vortex advection process; it represents the non-dimensional time in semi-chords, needed for a vortex to travel from LE to trailing edge (TE); it is used in the expression of Cvn. It depends on Re, M (weakly), and airfoil. [valid range = 6 - 13, default = 11]
0.14 b1 ! Constant in the expression of phi_alpha^c and phi_q^c. This value is relatively insensitive for thin airfoils, but may be different for turbine airfoils. [from experimental results, defaults to 0.14]
0.53 b2 ! Constant in the expression of phi_alpha^c and phi_q^c. This value is relatively insensitive for thin airfoils, but may be different for turbine airfoils. [from experimental results, defaults to 0.53]
5 b5 ! Constant in the expression of K'''_q,Cm_q^nc, and k_m,q. [from experimental results, defaults to 5]
0.3 A1 ! Constant in the expression of phi_alpha^c and phi_q^c. This value is relatively insensitive for thin airfoils, but may be different for turbine airfoils. [from experimental results, defaults to 0.3]
0.7 A2 ! Constant in the expression of phi_alpha^c and phi_q^c. This value is relatively insensitive for thin airfoils, but may be different for turbine airfoils. [from experimental results, defaults to 0.7]
1 A5 ! Constant in the expression of K'''_q,Cm_q^nc, and k_m,q. [from experimental results, defaults to 1]
0 S1 ! Constant in the f curve best-fit for alpha0<=AOA<=alpha1; by definition it depends on the airfoil. [ignored if UAMod<>1]
0 S2 ! Constant in the f curve best-fit for AOA> alpha1; by definition it depends on the airfoil. [ignored if UAMod<>1]
0 S3 ! Constant in the f curve best-fit for alpha2<=AOA< alpha0; by definition it depends on the airfoil. [ignored if UAMod<>1]
0 S4 ! Constant in the f curve best-fit for AOA< alpha2; by definition it depends on the airfoil. [ignored if UAMod<>1]
1.4336 Cn1 ! Critical value of C0n at leading edge separation. It should be extracted from airfoil data at a given Mach and Reynolds number. It can be calculated from the static value of Cn at either the break in the pitching moment or the loss of chord force at the onset of stall. It is close to the condition of maximum lift of the airfoil at low Mach numbers.
-0.6873 Cn2 ! As Cn1 for negative AOAs.
0.19 St_sh ! Strouhal's shedding frequency constant. [default = 0.19]
0.006 Cd0 ! 2D drag coefficient value at 0-lift.
-0.12 Cm0 ! 2D pitching moment coefficient about 1/4-chord location, at 0-lift, positive if nose up. [If the aerodynamics coefficients table does not include a column for Cm, this needs to be set to 0.0]
0 k0 ! Constant in the \hat(x)_cp curve best-fit; = (\hat(x)_AC-0.25). [ignored if UAMod<>1]
0 k1 ! Constant in the \hat(x)_cp curve best-fit. [ignored if UAMod<>1]
0 k2 ! Constant in the \hat(x)_cp curve best-fit. [ignored if UAMod<>1]
0 k3 ! Constant in the \hat(x)_cp curve best-fit. [ignored if UAMod<>1]
0 k1_hat ! Constant in the expression of Cc due to leading edge vortex effects. [ignored if UAMod<>1]
0.2 x_cp_bar ! Constant in the expression of \hat(x)_cp^v. [ignored if UAMod<>1, default = 0.2]
"DEFAULT" UACutout ! Angle of attack above which unsteady aerodynamics are disabled (deg). [Specifying the string "Default" sets UACutout to 45 degrees]
"DEFAULT" filtCutOff ! Cut-off frequency (-3 dB corner frequency) for low-pass filtering the AoA input to UA, as well as the 1st and 2nd derivatives (Hz) [default = 20]
!........................................
! Table of aerodynamics coefficients
140 NumAlf ! Number of data lines in the following table
! Alpha Cl Cd Cm
! (deg) (-) (-) (-)
-1.80000000e+02	 0.00000000e+00	 2.02000000e-02	 0.00000000e+00
-1.75000000e+02	 3.68000000e-01	 3.24000000e-02	 1.84500000e-01
-1.70000000e+02	 7.35000000e-01	 9.43000000e-02	 3.70100000e-01
-1.60000000e+02	 6.95000000e-01	 2.84800000e-01	 2.67900000e-01
-1.55000000e+02	 7.77000000e-01	 4.00100000e-01	 3.04600000e-01
-1.50000000e+02	 8.28000000e-01	 5.21500000e-01	 3.32900000e-01
-1.45000000e+02	 8.50000000e-01	 6.44700000e-01	 3.54000000e-01
-1.40000000e+02	 8.46000000e-01	 7.66000000e-01	 3.69300000e-01
-1.35000000e+02	 8.18000000e-01	 8.82300000e-01	 3.79400000e-01
-1.30000000e+02	 7.71000000e-01	 9.91100000e-01	 3.85400000e-01
-1.25000000e+02	 7.05000000e-01	 1.09050000e+00	 3.87800000e-01
-1.20000000e+02	 6.24000000e-01	 1.17870000e+00	 3.87200000e-01
-1.15000000e+02	 5.30000000e-01	 1.25450000e+00	 3.84100000e-01
-1.10000000e+02	 4.26000000e-01	 1.31680000e+00	 3.78800000e-01
-1.05000000e+02	 3.14000000e-01	 1.36500000e+00	 3.71600000e-01
-1.00000000e+02	 1.95000000e-01	 1.39840000e+00	 3.62900000e-01
-9.50000000e+01	 7.30000000e-02	 1.41690000e+00	 3.52900000e-01
-9.00000000e+01	-5.00000000e-02	 1.42010000e+00	 3.41600000e-01
-8.50000000e+01	-1.73000000e-01	 1.40810000e+00	 3.29200000e-01
-8.00000000e+01	-2.94000000e-01	 1.38110000e+00	 3.15900000e-01
-7.50000000e+01	-4.09000000e-01	 1.33940000e+00	 3.01700000e-01
-7.00000000e+01	-5.18000000e-01	 1.28330000e+00	 2.86600000e-01
-6.50000000e+01	-6.17000000e-01	 1.21380000e+00	 2.70700000e-01
-6.00000000e+01	-7.06000000e-01	 1.13150000e+00	 2.53900000e-01
-5.50000000e+01	-7.80000000e-01	 1.03780000e+00	 2.36400000e-01
-5.00000000e+01	-8.39000000e-01	 9.34100000e-01	 2.18100000e-01
-4.50000000e+01	-8.79000000e-01	 8.22100000e-01	 1.99100000e-01
-4.00000000e+01	-8.98000000e-01	 7.04200000e-01	 1.79200000e-01
-3.50000000e+01	-8.62478509e-01	 5.85232378e-01	 1.58700000e-01
-3.00000000e+01	-7.65338443e-01	 4.69589667e-01	 1.37400000e-01
-2.50000000e+01	-6.30423885e-01	 3.59951216e-01	 1.15400000e-01
-2.40000000e+01	-6.05342314e-01	 3.38489419e-01	 1.10100000e-01
-2.30000000e+01	-5.89110278e-01	 3.16562002e-01	 1.03100000e-01
-2.20000000e+01	-5.79934532e-01	 2.94159998e-01	 9.47000000e-02
-2.10000000e+01	-5.78021827e-01	 2.71474443e-01	 8.49000000e-02
-2.00000000e+01	-5.82578916e-01	 2.48496371e-01	 7.39000000e-02
-1.90000000e+01	-5.92812552e-01	 2.25616817e-01	 6.18000000e-02
-1.80000000e+01	-6.07929488e-01	 2.02726817e-01	 4.88000000e-02
-1.70000000e+01	-6.29136475e-01	 1.80017403e-01	 3.51000000e-02
-1.60000000e+01	-6.53640268e-01	 1.57579613e-01	 2.08000000e-02
-1.50000000e+01	-6.81647618e-01	 1.35704480e-01	 6.00000000e-03
-1.40000000e+01	-7.12365277e-01	 1.14283038e-01	-9.10000000e-03
-1.30000000e+01	-7.45000000e-01	 9.37063238e-02	-2.43000000e-02
-1.20100000e+01	-7.22568792e-01	 6.56501279e-02	-3.49000000e-02
-1.10000000e+01	-6.82220874e-01	 7.03512145e-02	-3.61000000e-02
-9.98000000e+00	-6.24686161e-01	 7.01820629e-02	-4.64000000e-02
-8.98000000e+00	-5.68201840e-01	 6.98926894e-02	-5.34000000e-02
-8.47000000e+00	-5.15946621e-01	 6.98230604e-02	-6.50000000e-02
-7.45000000e+00	-4.00907977e-01	 5.60007981e-02	-7.82000000e-02
-6.42000000e+00	-2.81828948e-01	 5.50697001e-02	-9.04000000e-02
-5.40000000e+00	-1.63982736e-01	 5.51994192e-02	-1.00600000e-01
-5.00000000e+00	-1.22789069e-01	 5.42269468e-02	-1.10700000e-01
-4.50000000e+00	-6.72738827e-02	 5.44056981e-02	-1.13500000e-01
-4.00000000e+00	-1.19800852e-02	 5.46493387e-02	-1.16200000e-01
-3.50000000e+00	 4.11252397e-02	 5.48567480e-02	-1.18600000e-01
-3.00000000e+00	 9.50750075e-02	 5.50268052e-02	-1.20900000e-01
-2.50000000e+00	 1.47902134e-01	 5.52583898e-02	-1.23100000e-01
-2.00000000e+00	 2.00639534e-01	 5.54503810e-02	-1.25200000e-01
-1.50000000e+00	 2.53320124e-01	 5.55016584e-02	-1.27200000e-01
-1.00000000e+00	 3.04976820e-01	 5.56111011e-02	-1.29300000e-01
-5.00000000e-01	 3.56642537e-01	 5.56775885e-02	-1.31100000e-01
 0.00000000e+00	 4.10350190e-01	 5.55000000e-02	-1.33000000e-01
 5.00000000e-01	 4.61132696e-01	 5.54775885e-02	-1.34700000e-01
 1.00000000e+00	 5.13022969e-01	 5.55111011e-02	-1.36400000e-01
